21048
(127, 673355.308592651, 4635005.5896107815)
(128, 674168.8927772525, 4635039.759338529)
(129, 675251.172722994, 4634558.559482453)
(130, 676295.0651918977, 4634584.303711383)
(131, 677188.4378261357, 4634930.322850229)
(132, 678207.0042614968, 4634954.053817568)
(133, 679260.3662536211, 4635209.681718261)
(134, 680511.0411845987, 4635199.699695296)
(135, 682330.9110726267, 4634747.269527449)
(136, 682897.5214667714, 4634329.799378703)
(137, 684050.8076898209, 4634173.932663077)
(138, 684727.7136801666, 4634081.999079251)
(139, 685074.0116264152, 4633878.2057839995)
(140, 685290.7974515337, 4633002.290138356)
(141, 514665.64095688437, 4639453.194836864)
(142, 513956.9561606325, 4640750.348575124)
(143, 513820.54663790116, 4642243.518128225)
(144, 514730.1382892385, 4644069.094520936)
(145, 514230.15551705816, 4644617.7770521045)
(146, 512233.1956778546, 4645054.9506715285)
(147, 510989.8410948644, 4645650.139480137)
(148, 510053.47161874606, 4646574.174216754)
(149, 510073.88027757284, 4647314.541911673)
(150, 510474.76245000714, 4648108.866898636)
(151, 510369.2233545065, 4648508.526805859)
(152, 509089.9245230741, 4648209.437139072)
(153, 508105.01542836736, 4648416.200520431)
(154, 507405.3820475596, 4647880.055317848)
(155, 506773.7994156191, 4646763.476443787)
(156, 506107.32076805254, 4644751.817141047)
(157, 505609.74092967034, 4643899.711096562)
(158, 505629.8681836056, 4643289.851028877)
(159, 506115.56518133904, 4642587.113685884)
(160, 506091.167540692, 4642228.80648501)
(161, 506576.92637086136, 4642214.028543716)
(162, 506896.1919440442, 4642390.532012534)
(163, 507385.2275999564, 4642324.961822662)
(164, 507949.6213225349, 4641603.002718192)
(165, 507927.8150531459, 4641305.646580389)
(166, 507899.1494238082, 4640911.245024917)
(167, 507487.06032828125, 4639937.97751928)
(168, 506888.3845750179, 4639409.21618426)
(169, 506467.39651085687, 4639582.023411575)
(170, 506146.79741959134, 4640118.444730652)
(171, 505646.02212643035, 4639648.273515498)
(172, 505164.94552363176, 4639943.57335069)
(173, 504658.296317287, 4641612.297447941)
(174, 503917.75546518824, 4642296.33550244)
(175, 502707.5688600313, 4642792.175950548)
(176, 502129.54893707106, 4642672.513514767)
(177, 501288.48395399144, 4641973.059730072)
(178, 500755.80958054325, 4642621.38402272)
(179, 500294.0892893679, 4643682.330588862)
(180, 499874.17161375453, 4643498.130541267)
(181, 499419.3418903295, 4642393.538951772)
(182, 499377.6321679718, 4642289.398634253)
(183, 497474.305765807, 4640440.991842655)
(184, 497365.94949320506, 4639846.813638495)
(185, 497488.352594912, 4638887.939761234)
(186, 497075.00494027755, 4638602.647382534)
(187, 496241.8468390008, 4639177.381193945)
(188, 495889.77371360245, 4638768.77442329)
(189, 497625.0884959915, 4633293.82380995)
(190, 498550.1592567699, 4632521.945553617)
(191, 499113.82049452316, 4632227.523783528)
(192, 499531.9062295129, 4632009.318446868)
(193, 500668.40523000015, 4630529.140829299)
(194, 500975.67350835697, 4630435.581748389)
(195, 503170.9136780505, 4632127.362304542)
(196, 504844.4466953882, 4632939.791126141)
(197, 507567.0519844971, 4633728.225995822)
(198, 509312.04491762805, 4633934.469551828)
(199, 511151.7805430706, 4633893.033302845)
(200, 513025.2427555119, 4633395.592683316)
(201, 513666.4539618392, 4633543.348124228)
(202, 514400.3883859616, 4635153.7915368)
(203, 515201.35513660946, 4636028.34937968)
(204, 400732.11505589244, 4651062.087890092)
(205, 401113.6296197965, 4647556.260352984)
(206, 400845.3025495056, 4646364.07968896)
(207, 400950.73101978283, 4645989.805413249)
(208, 401105.5368134325, 4645838.94872723)
(209, 402135.0457227669, 4644829.996122795)
(210, 403932.66554289544, 4643996.78611937)
(211, 405291.91280302283, 4643563.766403928)
(212, 405994.59995586216, 4643030.393508898)
(213, 406383.2084186748, 4641938.315612524)
(214, 406501.2649221935, 4640036.3847071305)
(215, 406234.1039681846, 4638156.517938125)
(216, 405596.74107061414, 4636452.685577907)
(217, 405479.3308822345, 4634997.400561861)
(218, 405110.90759933833, 4630441.67126086)
(219, 404393.6828686927, 4628560.658943132)
(220, 456028.40502569184, 4651139.587075167)
(221, 456032.4498064094, 4650469.91721194)
(222, 456948.437002546, 4649824.743212466)
(223, 456952.05059753964, 4648755.248297022)
(224, 458065.21219085995, 4647513.450730205)
(225, 458964.19441728777, 4647096.486743067)
(226, 459440.20162000356, 4646330.514139524)
(227, 459660.75814790494, 4645976.508117709)
(228, 459803.4453863674, 4643719.751519046)
(229, 459608.0088101922, 4643271.95846736)
(230, 459682.76094087947, 4642946.655272632)
(231, 460573.9573083491, 4642962.418263694)
(232, 462251.0519654734, 4641355.242784804)
(233, 463203.8841569202, 4640891.136278333)
(234, 464551.2999729402, 4638571.755554532)
(235, 466808.6011698373, 4636370.703740059)
(236, 466910.2086854659, 4636022.931685311)
(237, 467080.9850287555, 4635448.675260109)
(238, 467916.624119046, 4634848.860020096)
(239, 468583.86524705385, 4633089.970885525)
(240, 468793.49961025134, 4631653.233529162)
(241, 468698.0549211541, 4627799.87873286)
(242, 406089.2044506789, 4629559.452994666)
(243, 406959.61662196426, 4629522.734918486)
(244, 408020.41944390186, 4630341.275888653)
(245, 409878.64115821035, 4630047.724861407)
(246, 410655.34665642504, 4629570.792541405)
(247, 411197.4443883231, 4628465.24183185)
(248, 411903.3690837931, 4628237.850858395)
(249, 412252.60518405755, 4628340.263732166)
(250, 413329.248222661, 4629975.000702569)
(251, 414231.3922238403, 4632532.761911355)
(252, 414464.85834148043, 4633194.110493024)
(253, 415396.9447584932, 4633696.897598135)
(254, 499850.4258553668, 4629791.34713052)
(255, 498833.7361942088, 4627346.333951249)
(256, 497729.3221702131, 4626423.761004258)
(257, 497224.0284637089, 4626360.433302502)
(258, 579785.4627802271, 4626766.907890311)
(259, 580100.7408652046, 4627086.790648136)
(260, 582484.0262930377, 4631415.567069972)
(261, 583288.037245774, 4633640.324787588)
(262, 585381.9081455589, 4638100.539839855)
(263, 586003.1069193297, 4639235.236503279)
(264, 587314.2414057844, 4641631.918003325)
(265, 589588.9913569207, 4646742.7531111045)
(266, 495660.61475873954, 4626116.846311845)
(267, 492944.403868082, 4628334.51694121)
(268, 492239.96013533615, 4629224.227682496)
(269, 490734.39855699893, 4629239.568431022)
(270, 489993.52292914037, 4629591.631406145)
(271, 486536.1315783628, 4632161.794911614)
(272, 485557.2949410631, 4632699.967400797)
(273, 485311.8412678236, 4632834.699767002)
(274, 484391.1977871295, 4633555.774901099)
(275, 482893.41732691287, 4633800.695348212)
(276, 481723.349843601, 4635114.828533186)
(277, 480141.1051258136, 4635811.984782)
(278, 479571.9563890693, 4636253.596232121)
(279, 478344.1672331301, 4635958.2264719615)
(280, 477609.79484772246, 4636565.709290217)
(281, 475899.2646024984, 4636922.0304397745)
(282, 475222.1210153336, 4636769.692485461)
(283, 474444.84183076245, 4635565.342389248)
(284, 474382.73695316515, 4635025.636638097)
(285, 474430.30116097775, 4634866.584902344)
(286, 474962.24207981856, 4633081.592067591)
(287, 475030.026484076, 4632169.930541721)
(288, 474307.87000110385, 4630231.073807382)
(289, 473941.487767463, 4629668.607078332)
(290, 473157.3925585031, 4629584.68998619)
(291, 472426.71793131187, 4628434.681349714)
(292, 472091.07265551644, 4628485.947704588)
(293, 471605.9143797194, 4629519.525456424)
(294, 471008.9715708362, 4629984.909622279)
(295, 470285.81786125747, 4629777.820108656)
(296, 469190.98786837887, 4628040.440775311)
(297, 579508.6884266358, 4626457.128820665)
(298, 591321.7316476302, 4646769.052508324)
(299, 593739.018693458, 4645138.701982582)
(300, 596727.8873372617, 4643703.690201013)
(301, 599004.2324663128, 4641910.019237405)
(302, 599704.9315023562, 4641758.008714171)
(303, 601506.7670520379, 4642222.3851759825)
(304, 601778.0515908415, 4642013.153379806)
(305, 601450.6242729863, 4640571.119557668)
(306, 601219.5094046236, 4639551.476439741)
(307, 601396.8720540743, 4637857.791867725)
(308, 602168.2458570607, 4636386.162728481)
(309, 603386.284863576, 4635100.204893215)
(310, 605151.3248531003, 4630211.9435245935)
(311, 605281.8779418453, 4629482.587961718)
(312, 605139.7090659158, 4628631.608966087)
(313, 604671.3915656545, 4627758.85645236)
(314, 604243.5953054461, 4626960.357925237)
(315, 603835.283775139, 4625431.901000625)
(316, 404679.0191282451, 4636103.556912968)
(317, 403781.9837212178, 4632749.506056315)
(318, 403747.0425656731, 4630861.600062692)
(319, 403572.74697809905, 4630109.492080115)
(320, 402925.5675218799, 4629220.107195221)
(321, 400724.17145390215, 4626940.4510404905)
(322, 400580.47715584695, 4625088.711251096)
(323, 403981.7199279887, 4627719.782591647)
(324, 401235.1208997268, 4624732.609356356)
(325, 602731.3177727443, 4626033.609262014)
(326, 599461.2343205097, 4625741.258774257)
(327, 595634.9276649301, 4625051.062899716)
(328, 592330.8853409203, 4624883.025488408)
(329, 590444.2604255609, 4624514.555783726)
(330, 590121.8143998072, 4624532.026110348)
(331, 589650.8733652779, 4624557.863165332)
(332, 588258.5484325038, 4625448.318519269)
(333, 586719.8215194372, 4625207.173316842)
(334, 586141.0787805803, 4625444.579519152)
(335, 585025.8462688908, 4626380.858155102)
(336, 580401.8285643044, 4626472.232375362)
(337, 401072.33881640894, 4624564.178979008)
(338, 402041.6151406687, 4623737.51725324)
(339, 534594.5811647964, 4630820.937678942)
(340, 534419.8536771028, 4629737.899266671)
(341, 533756.2546109762, 4628033.003569669)
(342, 533359.2806207894, 4627544.947465991)
(343, 534020.8036383006, 4626524.392759294)
(344, 533742.6358932693, 4625815.717191566)
(345, 531665.4381889835, 4623572.903486493)
(346, 531153.3569417322, 4621746.933065066)
(347, 531531.4798559303, 4621602.478834917)
(348, 534470.8127856632, 4623908.63345061)
(349, 534895.7597556203, 4625061.04985007)
(350, 535048.6252926302, 4628154.477386315)
(351, 535663.2979997655, 4629830.495984743)
(352, 535587.3451009084, 4632219.231828543)
(353, 531360.7004991921, 4621486.927034225)
(354, 531773.5677608977, 4621087.277290997)
(355, 724738.2461070516, 4653642.643665556)
(356, 724107.8357813205, 4651113.846054184)
(357, 722807.760052802, 4646915.064450592)
(358, 721135.893121891, 4641516.143491633)
(359, 720892.519948057, 4639969.085471226)
(360, 719922.5720366919, 4636839.755435017)
(361, 720551.5130443184, 4634872.363783918)
(362, 720598.7063542928, 4633881.7416498335)
(363, 720421.1112545659, 4633489.909358175)
(364, 718819.5888984016, 4629954.257642254)
(365, 719147.7587773714, 4624320.857102162)
(366, 707346.744548203, 4653241.323540153)
(367, 707346.5487421934, 4652729.540276399)
(368, 707347.7645027696, 4649248.16775104)
(369, 706888.3433497152, 4646818.709734838)
(370, 706522.203967438, 4646588.007521156)
(371, 706353.1987356142, 4645759.822637143)
(372, 706642.8980282578, 4644940.304706303)
(373, 706542.9311252534, 4643174.280048975)
(374, 707332.5299353574, 4640071.987680721)
(375, 707852.2282098313, 4639326.999713159)
(376, 708245.8009142042, 4638762.834063012)
(377, 709280.2572463218, 4637869.757074886)
(378, 709854.2841381498, 4634216.663664702)
(379, 709884.6497077409, 4633122.889394832)
(380, 710401.0484369849, 4630943.764996934)
(381, 711068.1679118394, 4630202.527712724)
(382, 712488.1633208307, 4626577.521958252)
(383, 712668.9304195307, 4626114.797788124)
(384, 713382.8565884292, 4625784.665016395)
(385, 714065.5731670911, 4624483.999675565)
(386, 716351.8104240368, 4624268.734163769)
(387, 530687.6323990074, 4619695.823083741)
(388, 623476.9081937588, 4620431.09668527)
(389, 622990.8648690018, 4621490.8000389375)
(390, 621160.5879306223, 4623470.205090296)
(391, 620725.5260405947, 4624176.740404726)
(392, 620316.7323115026, 4626261.440737318)
(393, 619690.5386426427, 4626800.891739156)
(394, 619754.9922634941, 4627646.693835813)
(395, 620193.3024486221, 4628621.28151379)
(396, 620625.5807163218, 4631404.873842255)
(397, 620440.9586641744, 4632990.929973868)
(398, 619926.6821201415, 4637416.725486727)
(399, 619461.2813584858, 4639904.795333391)
(400, 619274.3087622479, 4643126.574250488)
(401, 619500.7183176493, 4644901.38643942)
(402, 619308.7401579999, 4646798.227145552)
(403, 619319.1213569149, 4646861.152394369)
(404, 619569.9765694829, 4648448.251831412)
(405, 620027.5930575134, 4649501.202856521)
(406, 619853.8434489584, 4651480.984599875)
(407, 532240.6041955855, 4620635.2685079845)
(408, 533620.7970691934, 4620584.88444025)
(409, 535984.2340613652, 4619690.508981646)
(410, 538727.8420001678, 4619486.656358048)
(411, 539379.2597761435, 4619306.01528142)
(412, 540241.9033672316, 4620057.4718709085)
(413, 545089.5490387632, 4619978.778337734)
(414, 552066.5919485015, 4619864.797648629)
(415, 553175.7878231806, 4620380.3604494445)
(416, 555743.2704030102, 4622226.2516029645)
(417, 558142.1114768692, 4623274.172521231)
(418, 558411.3394994999, 4623391.951406437)
(419, 559509.4648868175, 4623371.359787062)
(420, 562097.1105038171, 4622875.390150698)
(421, 565429.3191329465, 4623351.45695506)
(422, 567840.6611221979, 4623173.174124031)
(423, 568783.9695542788, 4622835.7532888325)
(424, 569694.9554008618, 4622240.980906798)
(425, 570465.7973039525, 4622170.58505166)
(426, 571721.5132061722, 4622524.390747397)
(427, 573039.7858653318, 4622896.158108935)
(428, 573409.4389217106, 4623407.38333476)
(429, 573785.2429165461, 4625218.167426902)
(430, 574488.4158366341, 4624684.595187236)
(431, 574917.739810459, 4624741.602965121)
(432, 574946.0341755212, 4625737.246708455)
(433, 575397.9174634471, 4626178.3820051905)
(434, 575923.3270377041, 4626318.969091024)
(435, 669898.2036503787, 4634471.388991781)
(436, 667596.3444447818, 4634200.36732613)
(437, 666587.8170881183, 4633692.689373225)
(438, 664420.8655383145, 4631928.233616856)
(439, 660920.275599004, 4632002.150251903)
(440, 659924.3321210749, 4633050.198735278)
(441, 658512.1236497274, 4632819.1523091225)
(442, 658356.1733055016, 4632707.155219153)
(443, 657518.1178787451, 4632108.945172528)
(444, 656805.3077813145, 4630705.777535292)
(445, 655668.6437109401, 4629857.974825297)
(446, 654243.9756782616, 4629116.444643084)
(447, 653472.5870246035, 4629187.131484207)
(448, 652674.058618751, 4629637.777143145)
(449, 651172.9833846898, 4627845.638976958)
(450, 650470.861858072, 4627335.393886242)
(451, 648601.1057009161, 4625006.921454408)
(452, 648352.4652462624, 4624605.096744516)
(453, 648008.0697920832, 4624046.234840126)
(454, 646686.9451344004, 4622929.681466674)
(455, 645161.1879694117, 4622180.785910121)
(456, 643866.3158572337, 4620353.005860826)
(457, 643499.6247558359, 4620147.7124354625)
(458, 623969.9047110524, 4651488.245499387)
(459, 627318.9114508727, 4647159.841411865)
(460, 630722.7112276788, 4643232.187079674)
(461, 632995.7908117042, 4641399.92690738)
(462, 640164.0421598569, 4635621.63609224)
(463, 641002.7093686869, 4634282.29368025)
(464, 641310.5855447262, 4632878.295441874)
(465, 641323.0889463829, 4631127.674350281)
(466, 641335.4048087103, 4629414.819692495)
(467, 641769.7267477055, 4623535.961972705)
(468, 642127.4118149658, 4622492.306531323)
(469, 530491.1190742984, 4618773.469426281)
(470, 530533.02810467, 4617859.685009577)
(471, 404981.4019751173, 4621553.103247685)
(472, 406462.8499828886, 4619499.016367091)
(473, 406905.69282566267, 4618360.1459509535)
(474, 407557.2314167426, 4617492.226015217)
(475, 408432.7288266299, 4617048.024247813)
(476, 408470.7024996049, 4616541.735968015)
(477, 407923.13429639547, 4615685.05282968)
(478, 643350.0501227023, 4619754.513923032)
(479, 643537.0400201064, 4618596.428877377)
(480, 646622.1956910798, 4613528.126696254)
(481, 407745.2297827016, 4612614.992853464)
(482, 745955.2619107151, 4654358.852958235)
(483, 745906.7295431646, 4654263.889519326)
(484, 746780.8940333585, 4652798.366296735)
(485, 746966.3535241514, 4651996.107156212)
(486, 746483.5619029575, 4650227.245028328)
(487, 745511.5186449717, 4649213.067597809)
(488, 744933.2753799162, 4648869.451555823)
(489, 744729.1670280709, 4648747.899071372)
(490, 743301.8288738746, 4646961.287322085)
(491, 742894.6279714569, 4645554.681933683)
(492, 743118.0020501068, 4644245.477430399)
(493, 743598.4033499659, 4643261.143789909)
(494, 743343.1236681638, 4642554.346753004)
(495, 740427.6786181203, 4642290.2023524605)
(496, 740278.7641550084, 4641540.003143078)
(497, 738951.7654764716, 4641876.606731574)
(498, 738167.7309152267, 4641768.046122235)
(499, 738031.2777208115, 4640806.781129054)
(500, 737881.8818604525, 4639758.9371595755)
(501, 737125.62826728, 4639627.315855922)
(502, 736765.9395469708, 4637918.640997345)
(503, 736138.7387478502, 4637771.089474823)
(504, 735711.9803174813, 4637331.976361233)
(505, 735160.7917030321, 4634742.805600732)
(506, 735375.212493509, 4633203.734891855)
(507, 735338.6255970753, 4631620.480075414)
(508, 734465.6772935531, 4628365.996944029)
(509, 734356.0095836563, 4627954.888036105)
(510, 733576.5082118124, 4623616.54447358)
(511, 732293.9265702501, 4620209.767492358)
(512, 731993.0827929333, 4616288.378117343)
(513, 732221.5335500826, 4615616.954605387)
(514, 733014.9728280681, 4615272.100164435)
(515, 733275.5808316821, 4615158.856549619)
(516, 531271.6320879505, 4616156.853313812)
(517, 531909.7575492961, 4615134.3466727855)
(518, 533223.3518865529, 4613932.801431434)
(519, 534954.1685541577, 4612966.00202413)
(520, 538185.6341214516, 4612034.201522117)
(521, 538536.3599996221, 4611780.272704505)
(522, 538645.2512167975, 4611381.4983508745)
(523, 645842.5044370882, 4612931.760647055)
(524, 644891.7020766372, 4612683.687699637)
(525, 644274.694123243, 4612740.232875213)
(526, 643324.0048961102, 4613179.689204957)
(527, 641976.8728092534, 4613106.256396478)
(528, 639753.2155005548, 4614904.033105957)
(529, 637418.1304300069, 4615776.668031773)
(530, 636301.0500508443, 4615694.699558265)
(531, 635251.5551373725, 4615057.066799716)
(532, 634217.749622936, 4615235.562786657)
(533, 633967.6143135953, 4615226.6644286495)
(534, 632157.0353847038, 4615160.411572814)
(535, 631547.1010442142, 4614784.014506559)
(536, 631057.3462188342, 4614850.015907893)
(537, 630484.727194365, 4615699.655471097)
(538, 629750.352040118, 4617352.17643852)
(539, 627247.7599308308, 4618772.770117726)
(540, 625812.8945020926, 4619201.998060066)
(541, 624710.794248397, 4619961.483475551)
(542, 539118.527132395, 4611492.534267474)
(543, 539482.9380299528, 4611198.867479662)
(544, 408207.0442981769, 4609030.613552272)
(545, 528170.4713210948, 4615340.506597095)
(546, 527140.8238538516, 4614780.079366412)
(547, 526252.7010736262, 4614714.0438747145)
(548, 525782.7821177347, 4613838.6888074)
(549, 525503.4276423948, 4613817.70570075)
(550, 523952.071356808, 4615129.1028749375)
(551, 522926.3455489895, 4613830.210805424)
(552, 521558.4212957569, 4611308.955332528)
(553, 521482.775197031, 4610682.3356373375)
(554, 521415.8151143129, 4610126.576043058)
(555, 519548.17290651094, 4608841.71181722)
(556, 518205.6936002365, 4608716.281442213)
(557, 516058.16163313313, 4608786.10022985)
(558, 515223.8602226883, 4609029.531964518)
(559, 514546.8905136656, 4608520.757655437)
(560, 513462.68819374294, 4606827.113931098)
(561, 512163.36397199694, 4608343.465700997)
(562, 511749.7041305235, 4609102.167919919)
(563, 509797.27017446357, 4609288.088018333)
(564, 507204.3049809807, 4610877.85251793)
(565, 506394.4092126041, 4610792.375561151)
(566, 504978.21447801974, 4609948.041554011)
(567, 504334.5693522306, 4610027.671031011)
(568, 503066.0411319731, 4610620.873969006)
(569, 501484.0493207213, 4610853.296917512)
(570, 500074.35853081, 4611060.644167308)
(571, 498838.73779384315, 4611554.120084803)
(572, 496176.7891959632, 4610999.378452323)
(573, 493796.25270620926, 4610083.332323721)
(574, 492359.4289242904, 4609849.239625954)
(575, 491667.49339219846, 4609899.52496928)
(576, 490767.1180624066, 4610341.495014196)
(577, 490632.1947892944, 4613136.88130557)
(578, 490630.4585380005, 4613209.714446488)
(579, 490988.43845473183, 4614560.736146369)
(580, 491885.4708899714, 4615519.34728477)
(581, 494098.3636117087, 4616626.415231793)
(582, 497602.7042015285, 4617524.339756979)
(583, 498506.0338905108, 4618406.729675574)
(584, 499438.46791231993, 4619927.839961897)
(585, 499671.37599832757, 4620913.383089531)
(586, 499572.4848960674, 4621950.573606371)
(587, 499550.8823117374, 4622178.063131497)
(588, 498681.5682905266, 4623921.805408739)
(589, 497365.17208632315, 4625836.010036169)
(590, 513313.7290279734, 4606595.134077923)
(591, 513399.1080172644, 4606474.167992403)
(592, 591636.217564266, 4605319.593971164)
(593, 592449.8302381079, 4606042.118005745)
(594, 593553.576419684, 4606302.019683634)
(595, 593723.8769332998, 4606747.741861722)
(596, 593232.2675435541, 4608570.4434161335)
(597, 593253.1531111947, 4609310.704044852)
(598, 593491.642820475, 4609889.118330765)
(599, 595144.1972720729, 4610647.819846578)
(600, 596630.0103793073, 4611597.88450862)
(601, 597194.6648480006, 4611563.199870718)
(602, 598059.8240656866, 4610888.705458351)
(603, 600776.5998672253, 4610302.354046081)
(604, 600963.348275665, 4610262.224269526)
(605, 602217.5251839652, 4610202.0118276365)
(606, 602400.5432385798, 4611183.614190242)
(607, 604315.9312960169, 4612190.973029708)
(608, 606225.3982892284, 4612229.975639384)
(609, 607607.2165185864, 4613554.517580888)
(610, 608351.9353561595, 4613838.912964428)
(611, 608860.6000964384, 4613850.8345365)
(612, 610194.8188063767, 4613057.861951964)
(613, 610628.0145069269, 4613064.0840440905)
(614, 611309.1248856562, 4614540.847402924)
(615, 611782.2785375564, 4614953.217678858)
(616, 614813.9554088487, 4615792.94134611)
(617, 615831.2869272936, 4615842.290606619)
(618, 616646.4233561001, 4615163.740225331)
(619, 619925.9566268625, 4615660.519576534)
(620, 620410.6470732635, 4615314.035245119)
(621, 621016.3166586806, 4615409.414285458)
(622, 621593.2917525639, 4615885.1793230735)
(623, 621756.7509851439, 4616431.92114644)
(624, 621654.0672679173, 4617469.024964834)
(625, 622358.264286161, 4617953.797317509)
(626, 622776.1195718319, 4618878.191787515)
(627, 603744.4874973551, 4625089.545254491)
(628, 602986.6166936728, 4624294.902810049)
(629, 602149.1708129292, 4623901.654352025)
(630, 601070.3958791858, 4622268.116538896)
(631, 599023.0731262555, 4620282.823016842)
(632, 596874.2178623626, 4619334.510370672)
(633, 594618.3903852436, 4617410.026989001)
(634, 593452.9457586559, 4616610.646449883)
(635, 593386.4022842358, 4616601.339662207)
